Average TCF4A,Average TCF4D,Average TCF4I,Average TCF4M,Average TCF20A,Average TCF 20 D,Average TCF 20 I,Average TCF 20 M,Average TCF36A,Average TCF36D,Average TCF36I,Average TCF36M,Average TCF44A,Average TCF44D,Average TCF44I,Average TCF44M,Average TCF44hA,Average TCF44hD,Average TCF44hI,Average TCF44hM,Average TCF72D,Average TCF72I,Average TCF72M,Average TCF72mA,Average TCF72mD,Average TCF72mI,Average TCF72mM,Average TCF72hA,Average TCF72hI,`
0,0,0,14.15,14.205,0,0,0,21.485,56.35,6.86,8.68,15.27666667,46.51666667,23.17666667,39.08333333,39.66,16.24,19.37333333,5.176666667,0,75.62,0,24.29,25.31666667,55.49,7.293333333,131.45,191.5266667,129.7233333
13.83,30.355,37.13,36.87,86.385,101.07,86.715,76.325,111.41,126.51,96.515,92.86,58.29666667,79.26666667,59.28333333,52.69666667,17.4,33.95,7.093333333,7.303333333,23.62,45.28,69.93,78.06,55.22666667,34.325,51.68666667,9.15,9.4,8.08
9.6,11.455,6.77,5.24,39.725,41.17,49.67,27.925,27.805,45.82,31.14,34.78,16.02,22.48666667,18.24,13.11333333,0.263333333,2.07,1.1,0.766666667,2.23,18.40333333,12.55666667,11.59,14.45666667,12.655,8.823333333,0.98,2.146666667,2.693333333
1.78,3.285,1.7,2.425,7.64,9.115,26.455,9.115,9.33,10.405,6.99,8.59,9.966666667,8.936666667,10.03,10.86333333,6.106666667,2.47,4.443333333,1.923333333,43.26,26.36,46.94,14.75,16.45666667,18.88,21.55333333,69.98,72.42333333,92.05333333
477.28,559.525,514.925,528.555,516.79,575.66,348.575,560.215,282.66,549.895,235.55,463.735,129.89,173.96,131.63,115.86,15.17666667,24.2,4.75,10.12,220.915,238.4966667,239.4633333,164.805,165.5666667,165.895,169.7333333,89.64,184.48,196.3
74.27,65.46,67.16,44.665,115.225,116.475,107.53,109.065,64.695,81.7,60.975,72.21,60.21666667,73.36,60.62333333,50.56666667,8.366666667,13.9,6.28,7.15,102.13,94.61,59.60666667,20.56,22.46333333,36.125,34.44333333,25.49,31.01,28.71333333
1.2,3.57,1.195,0,0.915,10.335,3.39,7.85,10.23,14.44,4.525,7.045,14.6,8.1,5.763333333,8.33,41.02,9.96,37.35,37.48,22.785,112.3866667,25.55333333,69.52,558.3333333,810.21,172.2266667,330.27,238.9533333,202.9533333
6.44,7.765,4.17,8.07,8.995,9.775,11.15,6.745,55.785,32.715,56.265,44.43,53.32666667,38.49666667,39.54333333,35.86,81.95666667,69.03,92.74,91.22,73.5,63.38,77.20333333,81.675,51.31666667,52.69,70.60666667,64.73,41.52333333,49.54333333
16.575,42.3,31.29,27.42,29.12,32.375,65.11,83.675,52.615,64.135,39.925,89.55,30.30333333,43.99666667,52.06333333,25.62666667,34.99,15.1,50.01,46.32666667,41.385,20.38666667,84.90333333,28.325,42.30666667,58.25,54.80333333,46.9,27.48,30.52
726.235,645.875,652.415,650.935,326.885,370.44,333.55,323.395,203.32,187.705,183.195,202.545,221.5133333,185.0133333,224.1033333,213.2533333,217.5433333,130.74,230.5033333,259.2533333,444.07,316.8566667,731.5133333,196.27,157.3866667,169.425,187.07,127.52,175.6533333,225.4333333
9.935,8.02,0,0,0,3.41,1.23,1.14,14.04,20.225,43.695,34.645,20.22,18.43333333,14.49,11.69,60.97666667,75.16,38.53666667,62.38,81.65,39.4,39.28,55.19,38.65,67.015,30.99,19.835,32.38333333,37.22
33.045,19.315,19.82,36.215,47.545,48.215,41.83,42.96,92.83,66.985,103.74,94.17,55.72,47.30333333,56.49333333,48.90333333,84.56333333,58.82,110.14,86.43333333,48.275,58.90333333,91.80666667,95.875,94.61,70.18,77.34666667,82.745,68.10666667,71.09333333
7.01,2.15,4.305,1.28,17.625,26.375,16.955,21.695,310.315,257.15,375.345,377.92,54.22666667,55.00333333,63.02,71.88333333,125.7233333,98.06,71.24,71.91333333,134.435,88.03666667,98.68666667,246.5,344.59,333.645,277.6066667,90.295,70.42,90.3
82.61,50.265,44.175,53.96,68.14,95.525,93.685,85.275,139.605,158.675,103.955,182.325,59.56,82.56333333,78.00666667,65.07666667,87.49,97.03,86.35666667,106.1033333,63.495,39.08666667,64.97,103.98,79.28,65.43,117.8266667,28.1,26.26333333,32.65333333
27.95,14.7,18.29,15.095,69.47,56.46,88.75,68.295,766.725,656.49,826.82,708.61,115.24,96.79333333,115.01,86.95333333,119.2266667,146.58,114.41,94.51,87.49,90.24,110.3166667,376.63,232.74,272.78,263.2466667,20.48,18.69666667,17.61333333
18.77,13.755,7.535,9.53,104.07,63.305,114.165,88.15,243.845,259.66,237.73,222.005,81.39,76.78333333,94.72666667,80.73,58.42333333,70.23,36.87,38.21666667,43.785,90.42,115.8566667,149.495,101.2633333,107.445,107.9666667,13.7,17.66,17.1
177.34,122.33,154.655,172.62,194.255,274.185,292.88,231.88,197.295,222.19,328.85,271.475,105.14,117.9666667,135.78,126.5566667,86.69666667,68.69,96.66666667,63.22,106.89,121.4066667,105.41,94.765,100.1666667,127.895,138.46,48.3,74.92,54.68666667
1.795,0.56,2.62,2.485,1.66,7.2,47.45,2.18,3.9,2.115,0.9,1.835,4.42,1.79,2.02,0,0.153333333,0,0.163333333,0.16,8.24,12.88333333,39.37,1.86,0.983333333,1.85,1.35,0,0.16,2.376666667
82.685,125.99,81.245,126.405,72.83,85.87,79.525,88.55,72.815,77.91,66.1,96.72,39.27,46.66,41.72333333,40.40333333,28.44333333,33.94,18.03666667,16.25666667,109.83,116.6566667,149.5766667,47.95,55.45333333,58.635,56.85333333,28.035,33.95333333,33.80666667
12.455,10.34,0,2.33,19.005,21.77,25.545,2.075,202.39,94.98,277.78,194.455,139.32,89.25333333,103.98,103.6466667,175.21,180.39,184.78,175.7266667,54.675,94.37666667,56.77666667,146.525,381.8766667,319.93,272.56,86.7,83.52,67.83333333
6.435,11.445,0,0,9.77,10.28,44.88,6.41,7.385,11.16,6.195,11.16,14.37333333,7.916666667,7.053333333,9.433333333,4.596666667,4.01,5.663333333,1.926666667,31.815,108.1666667,84.89,42.63,288,335.405,106.0466667,9.95,10.07333333,10.05666667
12.47,22.85,13.43,22.9,11.205,36.475,43.345,40.905,33.06,48.34,29.345,38.86,28.02,36.94,36.24666667,29.21,15.69,15.52,15.76333333,7.483333333,8.09,36.79666667,44.58333333,37.72,29.01666667,18.4,39.46666667,36.25,62.47,78.46666667
3.24,0.825,1.69,2.915,4.535,3.465,4.21,3.065,5.055,3.845,4.73,4.79,6.693333333,4.156666667,6.82,5.86,44.90333333,12.94,46.48666667,46.92666667,75.245,29.28333333,22.83333333,23.81,52,44.285,25.9,148.8,121.1666667,130.4366667
10.835,11.285,11.36,19.985,31.045,34.93,26.995,22.55,38.685,38.025,23.91,27.555,41.85333333,35.06333333,28.13666667,29.89666667,21.58666667,56.09,28.23,47.06333333,24.76,65.6,55.04,62.09,117.3033333,81.745,76.84,29.145,16.34,22.32333333
8.525,10.585,6.985,11.215,120.035,113.1,55.59,87.59,66.605,131.625,39.495,83.865,68.74333333,76.91333333,66.83333333,45.83666667,10.90666667,18.27,6.356666667,5.046666667,54.705,73.69666667,75.98,31.12,41.06333333,29.7,23.11666667,3.115,7.263333333,6.776666667
0,0,0,0,0,1.485,2.41,4.785,26.26,10.88,19.445,22.405,16.94333333,16.59,10.40666667,13.76666667,36.69,34.57,32.79,20.29333333,8,8.21,15.07666667,43.385,28.71,17.315,32.76333333,82.07,62.96666667,82.68666667
36.715,35.085,34.785,46.38,45.37,54.72,34.86,48.58,46.295,67.295,40.135,49.175,35.03333333,38.53,36.26666667,33.28,19.73,22.7,15.97,17.28,68.065,68.52666667,114.4633333,59.845,29.79666667,31.56,42.43333333,42.245,70.56,55.07
3.62,6.95,1.03,1.25,29.635,21.125,34.035,18.675,64.095,74.34,66.93,70.6,64.93666667,67.68,53.41666667,50.83,18.7,34.55,12.50666667,19.72666667,23.7,37.11333333,33.19,74.38,42.54333333,29.51,66.90666667,14.83,10.72666667,12.39
10.06,10.33,21.54,12.855,24.445,28.47,18.675,14.46,23.645,31.555,28.79,44.035,18.18333333,23.94666667,19.97666667,19.77666667,20.44666667,22.05,9.046666667,12.10333333,15.075,66.16666667,29.48,16.625,44.77666667,49.4,28.34666667,19.33,23.19666667,36.37
608.46,928.965,399.46,805.305,263.565,374.48,326,282.74,109.17,190.49,72.12,144.37,120.4466667,100.9533333,102.6166667,88.91,138.1933333,165.67,113.11,126.7233333,850.395,361.9433333,1153.823333,206.67,177.5566667,124.405,214.83,932.405,1599.236667,1382.09
23.3,30.915,0,0,0,0,0,0,17.705,17.115,0,38.495,15.15666667,24.26333333,0,0,0,0,0,0,0,16.98,0,0,0,24.665,0,0,0,0
68.535,96.61,88.815,86.58,72.53,77.755,85.08,48.79,47.645,122.015,50.51,62.505,45.56,30.83666667,35.13,39.79666667,15.49,22.94,3.863333333,13.41666667,60.705,88.44666667,154.5266667,42.055,52.75,44.96,30.72,21.48,45.6,29.53
11.215,18.85,7.785,17.875,14.805,30.225,14.8,18.02,70.365,57.75,74.11,63.375,64.67333333,68.5,63.14333333,76,113.6533333,88.78,130.9766667,107.48,62.935,74.09666667,64.74,79.08,48.64333333,63.995,69.09333333,33.845,16.55333333,21.25333333
3.765,5.435,4.705,3.425,13.875,15.53,13.21,16.25,25.945,21.17,20.875,21.47,25.63,35.6,25.11333333,19.38666667,4.88,8.63,4.926666667,3.89,47.465,40.72666667,25.11666667,21.62,10.78666667,16.01,11.9,10.02,4.643333333,3.806666667
0,6.39,3.485,0,4.365,14.645,5.75,2.685,14.96,9.39,16.365,16.985,21.18666667,21.91,17.16333333,12.24333333,7.673333333,17.7,10.1,10.46333333,45.745,33.32,56.11333333,48.93,67.70666667,68.855,58.62666667,39.715,9.206666667,16.03666667
2.24,3.23,14.7,2.11,14.575,7.635,31.975,8.72,87.085,59.855,55.15,88.695,57.92666667,39.73666667,48.47333333,64.02333333,701.8633333,339.24,571.79,690.3266667,123.99,90.93666667,116.4066667,301.67,297.3533333,230.625,370.41,422.69,335.8366667,346.45
1.67,1.685,0.17,1.53,3.76,3.7,14.675,0.125,3.78,2.705,4.06,2.02,9.386666667,7.403333333,5.113333333,5.863333333,36.32666667,19.43,18.18666667,23.36666667,12.365,15.72333333,31.17666667,20.71,19.66333333,15.945,27.01,10.875,17.36666667,15.43
1.05,0.565,0,0,19.66,23.78,14.29,20.12,197.52,154.55,208.16,172.77,139.3733333,93.21333333,141.13,138.57,235.5366667,107.88,325.2866667,273.0666667,101.995,82.12666667,79.18,238.665,247.45,196.205,235.1233333,99.115,64.03,59.45666667
93.09,81.105,94.72,109.495,99.775,129.34,105.485,118.475,85.01,108.125,99.635,88.86,47.94,53.46333333,60.14333333,68.72333333,24.07666667,12.65,25.87666667,23.97333333,35.375,76.84666667,94.51,49.645,36.37333333,36.055,46.38333333,9.14,5.673333333,2.41
90.94,80.58,100.835,64.455,118.155,141.415,142.85,117.235,74.48,122.19,87.905,95.085,45.79666667,61.17666667,50.15,46.37333333,14.05,19.9,11.15333333,11.81666667,50.5,88.61666667,23.2,28.82,18.26333333,26,27.44666667,4.15,4.483333333,4.376666667
49.78,49.975,64.065,54.83,136.695,134.81,153.09,85.455,214.17,161.48,179.28,185.415,135.2733333,121.7533333,157.2733333,193.0666667,170.9866667,168.03,238.8933333,248.04,77.055,95.72,60.41666667,141.315,109.71,116.105,151.09,52.135,36.15333333,31.21333333
1047.16,687.135,1154.635,954.005,2027.895,1796.19,1867.46,1926.35,5577.355,4292.09,6475.75,4951.09,2468.5,2095.746667,2520.173333,2768.7,15085.06667,10403.95,17055.28333,16973.35333,1106.375,1324.473333,624.2033333,4398.325,5165.893333,4346.54,5250.93,4640.445,3246.383333,3396.263333
20.43,12.28,32.315,31.005,37.38,43.205,99.835,9.8,807.25,205.56,1130.125,671.22,348.2366667,154.8566667,319.3833333,406.1333333,3809.77,1834.4,4313.216667,4386.29,542.065,848.1133333,315.82,822.01,3507.03,4381.225,1760.91,4743.03,3729.736667,4186.246667
18.78,41.72,15.195,27.135,26.235,23.295,26.435,18.5,57.44,35.265,53.195,40.99,37.21,42.65333333,28.55666667,22.71333333,11.16333333,25.61,20.69333333,17.03,23.975,90.01333333,139.1966667,32.095,56.21333333,60.885,49.12666667,41.59,220.9633333,226.0166667
6.655,6.16,5.425,2.33,15.955,19.475,28.435,25.595,86.135,58.02,83.525,85.65,90.72333333,79.92333333,75.18333333,66.25333333,50.44333333,92.56,50.28,63.55333333,26.555,47.52666667,54.45,78.025,67.31666667,72.64,86.46,31.47,68.48666667,58.12333333
145.88,142.665,120.055,116.78,139.895,175.25,147.84,156.715,203.025,201.605,169.475,175.255,108.7633333,133.71,131.8166667,119.8866667,73.96,107.92,73.41,68.03,46.02,117.3633333,73.91666667,65.955,52.27,50.54,75.17666667,11.21,14.41,19.54333333
0.415,5.06,2.425,6.79,2.46,7.38,15.935,2.325,9.86,11.45,10.635,13.355,12.62,7.813333333,10.25666667,7.753333333,3.37,3.35,2.466666667,3.9,22.005,17.41,21.68,9.355,19.41333333,23.03,16.95,2.35,9.36,5.613333333
11.765,8.6,15.645,12.015,95.23,123.22,191.28,161.59,389.41,449.165,385.8,354.115,341.6433333,399.1433333,280.48,327.3433333,578.4366667,750.28,631.7866667,689.7633333,218.735,152.44,210.7833333,846.835,464.14,425.64,503.0466667,573.665,220.5466667,282.7933333
3.15,3.275,4.62,0,10.96,12.99,21.88,8.82,30.855,25.53,35.195,34.005,43.67,31.40666667,36.16,39.39,48.96666667,47.4,42.16333333,53.62,62.25,41.99,67.84666667,62.205,75.07,65.905,67.89666667,82.505,70.32666667,82.93333333
8.895,2.995,1.775,0.555,0,5.63,20.73,1.035,7.085,10.36,3.35,5.395,23.99,17.65666667,14.72,10.08666667,33.54,25.98,12.83666667,19.26,42.8,8.023333333,31.01,19.475,18.69666667,8.45,12.40666667,136.495,149.3966667,176.5866667
158.445,84.275,119.685,95.25,68.205,100.515,147.42,79.245,106.325,140.51,86.02,96.95,52.11,51.43666667,61.17333333,61.55666667,68.19333333,80.55,66.26,64.3,199.97,100.91,138.3566667,80.555,70.16,45.41,99.38333333,59.73,134.1533333,109.4033333
86.825,116.07,60.035,69.22,180.79,230.7,154.955,136.93,131.675,147.84,120.83,160.97,86.08,89.78,95.66666667,92.86333333,36,38.69,30.67666667,37.71,150.245,109.31,132.39,76.75,43.50666667,57.97,67.17333333,25.6,124.6966667,112.2033333
331.52,191.09,307.35,255.585,722.445,789.795,673.5,1023.97,1478.3,1546.99,1409.87,1489.23,674.17,610.6033333,729.6533333,753.94,943.1166667,993.83,796.9066667,868.4733333,271.875,358.3666667,201.59,925.89,1023.463333,971.72,1189.25,354.435,214.9033333,187.6766667
92.53,62.335,99.1,83.505,128.295,143.11,145.525,128.575,206.57,224.835,195.935,253.35,182.8466667,161.69,148.54,161.05,367.3966667,290.1,390.5866667,396.2033333,116.675,154.89,97.57333333,257.09,222.3533333,207.735,208.0133333,280.95,147.8566667,132.2566667
2.975,2.455,4.155,1.285,0.76,0,27.765,3.54,29.07,19.275,23.285,50.9,87.91333333,35.86,51.64333333,49.07333333,174.4266667,165.07,99.09,105.7866667,114.07,81.81,16.04333333,182.195,350.5766667,363.125,220.3733333,365.515,368.9233333,358.76
0,0,0,1.985,2.18,0,1.22,0,0,0,0,0,5.016666667,0,0.846666667,0.983333333,5.846666667,4.27,3.836666667,7.643333333,6.62,5.06,12.43,6.475,7.303333333,9.82,16.66,5.285,15.29,10.23
3.485,0.74,1.06,1.96,33.785,39.245,61.06,33.415,118.31,73.475,108.12,123.315,155.83,153.83,136.1133333,139.54,74.06666667,85.13,79.81333333,67.83666667,55.74,76.49333333,64.4,118.06,101.1833333,101.695,96.67,26.77,16.43333333,18.7
2.11,4.44,0,1.45,57.135,52.625,75.565,54.455,161.845,141.64,144.56,163.12,169.38,109.0933333,131.58,157.9533333,138.3066667,164.04,109.85,97.83,37.965,112.4166667,71.69,136.355,52.55,75.285,108.6366667,38.43,19.7,25.23333333
13.55,1.995,9.53,16.545,101.705,71.63,66.66,69.405,131.895,144.325,141.585,122.315,89.28666667,89.82666667,76.39,86.43333333,60.96666667,87.82,50.96,54.26,23.69,46.88333333,26.62,58.02,43.31333333,68.755,48.28666667,25.105,14.74333333,9.556666667
61.28,52.81,57.525,64.905,88.89,50.645,63.39,81.935,29.68,74.13,31.195,39.225,20.33,33.92333333,30.14333333,32.88666667,48.48666667,43.12,40.56,37.79,0,34.79,105.4033333,11.49,25.02,52.96,40.34,22.155,21.87333333,24.8
9.81,19.05,4.525,22.105,39.41,56.68,59.32,39.665,225.89,226.195,270.605,255.7,189.02,137.6466667,151.35,171.39,611.0666667,392.31,690.4866667,638.2733333,83.12,182.1266667,110.86,376.155,413.2666667,350.145,398.6,418.14,306.4,325.0666667
0.32,0.89,0.385,0.7,0.675,1.785,12.6,0.76,23.345,8.12,23.325,17.345,41.05666667,19.14333333,30.37666667,35.54666667,190.0133333,90.16,218.7,210.8366667,46.695,44.75333333,23.07333333,73.86,90.25666667,71.605,80.99,137.85,101.2133333,113.53
2.675,0,1.94,5.36,12.875,9.12,20.295,13.28,65.13,58.565,34.165,45.36,49.25,47.5,55.74666667,42.8,180.4433333,124.9,132.4366667,186.65,71.565,68.64,66.14666667,125.215,111.1,97.39,105.14,77.96,34.07,46.21333333
2.18,7.3,8.77,5.695,14.59,22.75,25.185,15.74,43.305,44.585,38.46,42.595,49.21,56.55,46.28,33.3,31.34333333,42.13,32.09666667,40.63,13.395,24.59,10.85666667,34.135,27.72333333,42.235,37.69,9.685,9.246666667,5.326666667
3.11,3.685,1.805,2.005,118.18,75.79,97.32,86.06,212.215,288.215,250.825,214.06,219.07,249.31,205.7666667,195.47,91.39333333,139.26,70.69666667,59.14333333,80.84,124.6533333,48.77,269.5,180.6533333,226.825,213.2833333,52.61,62.06666667,36.48333333
0,0,1.92,0,0,0,0,1.325,10.29,2.485,2.325,0,4.296666667,4.733333333,4.596666667,0,1.77,0,0.99,1.586666667,0,51.14,13.05666667,22.5,126.93,166.36,35.17666667,9.065,6.57,5.283333333
0.875,2.48,0.725,0.75,7.95,5.06,15.305,4.355,22.34,27.25,37.11,29.015,19.64,20.76,20.30333333,23.78666667,7.22,10.59,6.466666667,4.54,13.96,31.59333333,23.71,25.49,19.94333333,22.93,14.67,4.42,1.996666667,4.486666667
0,0,0,0,0,4.945,0,1.275,101.79,47.375,81.57,69.34,133.0766667,116.6466667,71.67666667,87.09,105.7,120.92,105.77,132.76,34.105,40.09333333,22.62666667,121.01,127.1566667,103.415,111.62,111.595,75.52,77.30333333
5.045,4.48,2.195,2.77,18.12,19.18,8.955,22.16,53.01,47.3,53.5,50.23,60.48333333,51.17333333,42.14,46.40666667,69.99,69.28,66.34666667,55.97,36.535,38.59333333,12.84,45.055,38.58666667,33.42,33.08666667,9.45,11.13666667,10.49
18.31,22.455,12.235,17.43,19.03,27.22,22.05,23.005,80.64,42.665,65.32,58.67,106.9966667,61.20666667,76.58666667,83.02333333,271.9333333,148.58,280.8633333,299.86,186.125,91.72333333,51.31,110.825,184.69,165.465,127.0533333,262.61,183.0666667,159.27
525.885,397.925,588.145,434.86,729.18,800.065,589.205,745.265,558.995,910.96,449.145,643.41,310.7833333,366.4366667,329.0366667,271.4733333,202.5266667,164.38,97.68,139.6366667,234.025,277.3233333,333.4233333,208.165,120.3266667,156.735,203.3466667,27.875,60.25,65.17333333
133.71,132.26,126.29,103.43,185.83,185.55,195,188.615,200.68,328.55,221.63,263.335,104.4433333,133.52,130.96,123.12,34.4,54.49,41.00333333,32.85666667,49.56,110.4,151.3966667,123.98,87.97333333,112.105,112.7666667,34.765,21.60333333,21.03333333
24.32,5.45,39.21,17.38,41.2,41.305,57.72,78.595,64.855,138.245,65.96,111.6,47.11333333,47.21666667,41.96333333,32.41,8.403333333,12.41,5.326666667,3.936666667,16.175,41.82,0,65.09,79.21,94.155,80.52333333,25.82,17.01,15.41
5.86,13.025,0.84,0,1.705,1.72,13.59,2.395,5.785,9.39,7.135,18.205,6.666666667,6.976666667,11.96666667,9.393333333,6.06,2.63,2.716666667,4.31,41.255,24.68333333,30.74,30.705,28.62,25.03,13.42333333,6.325,5.296666667,7.21
0,5.05,1.36,4.955,8.505,16.92,22.8,8.9,46.45,32.535,51.625,35,28.66,24.4,35.98,32.90333333,12.51333333,12.35,9.683333333,7.866666667,14.025,25.47,27.72666667,26.43,54.00333333,44.08,22.57666667,5.17,6.956666667,3.716666667
93.025,98.065,81.62,86.465,95.735,112.245,88.13,104.455,28.015,42.69,29.77,33.32,39.12666667,46.35666667,43.92333333,32.84666667,6.45,10.72,4.053333333,5.146666667,80.74,90.14,110.4233333,24.935,24.13,26.34,22.76333333,3.95,3.57,2.246666667
37.085,57.525,45.235,61.92,103.165,91.55,123.355,80.8,187.385,176.835,167.72,154.915,80.34,107.22,83.10333333,93.4,49.12666667,29.79,23.83,33.13666667,14.91,146.47,69.32666667,62.535,72.76666667,125.42,101.6633333,24.94,18.03666667,25.82333333
1.105,0,1.18,0,0,0.82,3.54,7.41,48.32,36.73,37.745,30.715,34.57333333,35,31.82333333,23.73666667,37.57666667,33.6,25.52333333,21.03,4.765,21.96,21.12333333,51.155,58.32666667,52.88,38.56,17.215,7.73,6.46
12.94,21.31,8.98,22.475,113.91,110.945,99.65,85.055,231.17,262.255,235.125,262.55,154.07,155.3566667,136.41,132.18,79.35,123.22,56.8,61.39666667,64.555,92.07333333,68.62666667,261.86,132.83,153.05,159.9266667,27.515,12.84,13.83
56.11,44.36,70.385,72.935,101.815,113.995,64.385,126.74,91.51,114.91,119.325,107.47,96.84,73.30333333,83.13666667,80.08666667,64.48666667,56.17,67.75,63.37666667,48.1,63.11666667,54.25666667,106.725,43.35666667,44.82,57.05666667,14.77,9.733333333,12.82666667
20.36,19.14,15.035,7.995,40.4,25.11,26.47,29.93,60.39,75.02,61.04,59.145,69.34333333,62.97666667,57.9,55.90333333,38.51333333,50.01,29.71666667,29.44666667,25.195,23.33666667,37.25,45.975,29.10666667,27.22,41.29333333,16.765,15.27333333,13.25333333
71.22,51.055,77.19,65.405,39.5,49.77,105.71,56.97,50.6,60.025,48.08,78.28,22.84,48.55666667,30.5,28.01666667,21.10666667,20.92,20.77,30.94,62.725,68.98333333,73.97666667,60.56,27.38666667,28.825,55.12666667,44.21,26.68,21.16
242.63,268.825,229.53,196.705,220.835,251.93,193.285,220.85,246.625,289.07,220.41,240.625,266.1,247.7966667,193.1566667,210.6633333,258.29,262.91,230.01,253.4866667,182.595,192.61,211.2466667,159.295,156.5333333,133.06,179.8833333,133.74,57.15333333,50.49666667
18.87,26.28,25.225,16.715,20,16.8,10.085,18.96,26.72,23.985,28.815,27.62,52.39,45.23666667,29.64666667,33.57,60.45666667,51.16,34.94666667,44.73,30.18,76.74,51.27333333,60.58,72.81,59.655,46.1,39.63,28.16333333,30.07666667
134.215,136.575,158.79,140.89,324.495,303.065,301.75,338.26,405.03,428.185,436.72,387.675,512.15,478.7933333,498.4,516.6566667,560.8666667,501.04,638.5,634.1933333,268.005,333.94,220.15,555.03,447.8033333,430.13,470.5833333,492.62,377.3433333,407.8233333
295.76,337.08,319.545,324.105,539.715,601.43,410.3,684.76,895.085,872.81,624.865,725.615,672.7166667,638.0266667,585.3133333,672.02,683.75,394.87,654.5966667,686.8933333,381.645,489.4466667,493.7633333,727.97,562.38,558.95,548.21,807.34,434.2633333,528.6433333
1.715,1.275,0.855,0,0.655,1.83,5.045,1.655,8.665,5.935,4.245,3.435,11.07666667,11.41666667,4.566666667,3.84,6.956666667,7.05,2.3,2.49,6.275,67.93333333,15.54333333,17.52,106.18,154.275,42.56333333,1.325,4.673333333,6.5
4.505,7.98,12.7,7.96,14.985,11.78,14.62,12.19,15.955,9.53,10.03,13.985,30.14,18.96,16.75,15.48333333,15.19666667,7.62,4.88,6.213333333,56.435,46.55666667,49.44666667,21.22,12.86,7.2,11.24333333,1.39,2.393333333,2.846666667
775.825,364.03,1080.71,765.715,3588.495,2758.315,3880.16,3595.865,4305.145,4794.675,4524.535,3999.99,1213.946667,1307.143333,1687.583333,1206.886667,704.58,1180.58,634.8033333,486.9266667,373.56,537.8233333,313.0733333,1319.42,982.6666667,1188.155,1281.45,178.555,96.35,102.06
362.6,472.925,325.775,346.7,136.915,170.3,181.465,207.19,301.325,187.89,419.46,322.875,183.7133333,123.2166667,192.4933333,221.87,493.0066667,316.35,592.9866667,477.11,244.415,349.4066667,292.16,138.18,286.8,501.505,303.11,141.45,321.8033333,280.77
28.4,16.985,18.385,21.095,15.035,20.48,41.595,28.76,46.155,58.845,40.225,39.84,31.36333333,34.45333333,34.97666667,35.93333333,65.77333333,28.7,82.35333333,70.40333333,44.855,49.17666667,48.97666667,47.095,60.15333333,55.475,62.39333333,68.105,35.12333333,43.55
9.005,10.315,2.965,8.515,70.085,55.72,58.91,54.65,97.985,87.925,114.17,98.13,130.2966667,120.4066667,110.27,112.2933333,95.55666667,119,83.14,68.22333333,55.65,82.85666667,76.84,103.34,70.30333333,70.335,80.52666667,11.945,12.06,7.813333333
4.245,19.685,4.78,7.385,18.825,15.625,18.14,5.345,67.68,51.995,70.065,65.205,121.0633333,118.3333333,77.93666667,78.42666667,106.45,146.96,58.44666667,70.99666667,106.08,69.56333333,84.81333333,90.485,60.43,41.905,63.77333333,26.125,23.07333333,23.73666667
310.24,300.355,331.165,271.77,318.37,337.87,240.35,376.35,514.82,503.715,472.1,524.285,500.1766667,533.15,433.9233333,428.4533333,507.8,648.16,363.3066667,423.53,253.5,337.18,282.5266667,413.01,332.0033333,283.06,296.55,124.01,92.56333333,92.07333333
135.6,134.62,93.43,120.025,159.385,200.06,174.285,142.15,396.535,305.97,379.395,428.13,256.05,300.5766667,266.3833333,262.0966667,411.17,375.76,385.5333333,464.6133333,140,132.2066667,148.6233333,285.765,262.5233333,305.805,343.6333333,287.45,149.86,153.4466667
22.95,31.215,16.52,13.055,31.58,27.115,28.37,33.39,19.595,19.545,24.66,33.805,41.87333333,34.95,35.08333333,30.87666667,27.77333333,17.99,21.84,15.63666667,23.43,14.4,61.85666667,22.385,20.59333333,20.49,16.36,10.715,9.566666667,8.996666667
13.77,16.255,19.185,20.425,28.465,29.405,50.225,18.465,95.645,97.515,118.38,92.195,72.71,51.52666667,57.95,60.21666667,130.3333333,167.63,117.4733333,87.82666667,72.955,114.8033333,175.1533333,51.49,51.63,59.52,62.82333333,17.945,17.02333333,21.77
76.175,79.42,82.965,78.695,69.17,96.985,62.865,74.52,47.555,54.735,49.055,63.455,51.18666667,52.21333333,57.79,49.88666667,28.50333333,21.18,31.75333333,30.17333333,102.745,115.8366667,263.7333333,53.84,39.88,37.73,65.46333333,23.235,36.54,37.01666667
41.82,33.725,17.555,44.88,32.68,29.03,6.69,10.11,80.615,17.155,81.23,52.235,85.53333333,40.47333333,67.65666667,85.25333333,1328.06,439.53,1418.97,1340.02,125.535,187.0733333,130.38,130.21,578.2733333,484.45,334.87,577.25,468.73,412.84
9.795,10.325,4.54,9.365,17.79,15.125,17.785,14.63,129.185,98.09,146.82,107.06,37.34,21.05666667,36.15333333,36.83333333,112.6766667,126.28,127.4366667,137.44,59.635,43.85666667,93.53,79.215,125.72,125.47,73.39,71.215,33.89333333,26.31333333
0,5.625,1.025,0,3.945,1.1,2.095,5.985,49.065,21.165,67.33,37.495,39.37333333,14.44666667,44.07,27.61,15.49,18.47,16.85,18.7,39.79,16.04666667,24.39666667,24.345,38.21,69.535,35.00333333,2.4,5.9,5.516666667
