Average TCF4A,Average TCF4D,Average TCF4I,Average TCF4M,Average TCF20A,Average TCF 20 D,Average TCF 20 I,Average TCF 20 M,Average TCF36A,Average TCF36D,Average TCF36I,Average TCF36M,Average TCF44A,Average TCF44D,Average TCF44I,Average TCF44M,Average TCF44hA,Average TCF44hD,Average TCF44hI,Average TCF44hM,Average TCF72D,Average TCF72I,Average TCF72M,Average TCF72mA,Average TCF72mD,Average TCF72mI,Average TCF72mM,Average TCF72hA,Average TCF72hI,`
4.075,2.555,4.33,9.005,9.835,12.05,17.75,9.18,0.565,4.6,2.72,2.44,1.293333333,1.073333333,1.563333333,2.483333333,0.47,0,0.37,0.376666667,13.64,0,9.24,2.725,0.86,0.585,0.566666667,0,0.986666667,0
5.725,7.09,12.35,13.105,3.945,2.725,12.3,2.95,2.335,0.405,3.285,1.085,1.5,1.23,0.423333333,1.84,1.976666667,6.26,1.226666667,0.656666667,6.545,9.006666667,11.69333333,7.825,1.696666667,2.5,3.903333333,3.525,3.423333333,1.416666667
6.365,6.4,6.055,9.345,3.675,6.7,16.31,4.57,1.375,1.875,0.475,1.065,0.623333333,0.336666667,2.476666667,0.62,0.346666667,0,0.4,0,8.205,0,5.726666667,0.79,2.726666667,0.51,1.276666667,0.695,0.32,0.386666667
4.645,2.09,5.1,10.935,6.7,0.9,4.15,1.635,2.075,0,0,1.555,0.77,0.376666667,0,0,0.853333333,1.15,0,1.103333333,0,1.563333333,8.01,0.845,0,0,0.99,0,2.043333333,1.013333333
5.915,8.125,13.04,9.67,3.28,5.085,11.235,4.985,0.49,1.48,0.945,1.815,0,2.54,1.64,0,1.056666667,1.02,1.516666667,1.24,14.1,1.603333333,46.49333333,6.165,0.39,0.625,2.05,4.04,1.17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726666667,0,0,0,0,0,0,0,0,0,0.476666667,1.5,0,0
4.515,5.51,16.825,12.645,2.02,5.005,13.675,2.96,0.505,0,0.46,3.725,0.753333333,1.03,1.843333333,2.943333333,1.75,0,0,0.336666667,33.205,5.283333333,11.08333333,7.06,1.1,2.98,1.966666667,6.175,3.513333333,1.376666667
0,0,0,0,0,0,0,0,0.765,0.85,0.625,0.885,0,0,0,0,0,0,0,0.99,0,0,0,0.62,0,0.525,1.79,0,1.24,1.156666667
1.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443333333,0,1.87,0,0,0,0,0,0,0,0
2.69,4.45,1.745,7.655,4.87,2.655,8.24,4.64,0.9,1.54,0.93,2.205,2.52,0.923333333,1.503333333,2.323333333,1.926666667,0,0,0,8.54,1.363333333,1.98,0.735,0.386666667,0,0.486666667,0,0,1.146666667
0.83,3.285,2.535,3.3,1.27,1.5,11.45,0,0,0.52,1.025,1.305,0.87,0,0,1.31,0,0,0,1.326666667,0,0,8.936666667,0,0.436666667,0,0,1.415,1.04,0.916666667
3.385,2.69,4.555,5.63,1.555,0,3.94,2.585,0,0,1.97,0.935,0.64,0,0,0,0,0,0,0,7.96,2.003333333,4.436666667,2.31,0,0,0.64,0,0.456666667,0
0,0,0,0,0,5.89,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12333333,23.22,0,0,0,0,0,0,0
2.875,3.42,1.63,10.415,1.265,1.135,15.445,1,1.515,1.125,0,0,0.81,0,0,0,0.833333333,0,0.41,0.33,6.565,4.546666667,30.57,0.81,4.1,1.05,1.793333333,3.215,2.743333333,0.793333333
4.45,5.47,5.955,5.29,0,2.955,4.47,1.58,0,0.515,0.495,0,0.913333333,1.026666667,0.453333333,1.323333333,0.38,0,0.706666667,0,14.035,6.14,0,1.73,0.973333333,0,0.956666667,0.76,0.383333333,0
0,2.03,1.405,10.69,2.845,2.945,8.46,1.765,0,0.465,0,1.11,0,0.266666667,0.396666667,0.616666667,0,0,0,0,4.775,2.97,8.81,2.32,1.54,0.51,0.436666667,0,0.31,0
0.75,1.855,1.835,0,1.075,1.605,12.895,0,0.46,2.2,1.855,0,0.396666667,1.613333333,0.416666667,0,0.693333333,0,0,0,1.29,1.39,5.096666667,0,0,1.025,1.283333333,0,0.956666667,0.9
0,0,0.83,0,0,0,0,2.205,0,0,0,0.715,0.493333333,0.746666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356666667,0
4.185,3.395,6.315,10.965,2.29,1.935,13.595,3.505,0.465,0.33,0,0.665,1.493333333,0.68,0,1.26,0,0,0,0,9.305,5.63,15.39666667,0.76,1.16,0,1.326666667,2.695,0.243333333,0
0,6.62,0,2.885,0,0.79,1.13,1.325,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,2.533333333,0,1.79,0,0,0,0,0
0,0,0,1.01,0,0,0,0,0,0,0,0,0.356666667,0,0,0,0,1.07,0.84,0,0,0,5.976666667,0.78,0,0,0,0.6,0.326666667,0
29.375,49.12,61.2,41.165,43.43,14.285,139.165,31.645,450.925,46.225,696.475,248.74,499.0233333,270.2066667,541.2066667,549.91,2652.616667,1563.95,2747.513333,2436.56,435.905,294.02,107.2133333,969.27,661.5833333,564.085,696.86,755.855,455.4266667,452.7066667
3449.75,3979.005,3104.49,3838.18,1275.72,1830.74,1031.88,1405.715,372.855,520.8,366.635,504.43,276.5933333,279.54,365.8166667,256.94,41.69333333,39.15,45.79333333,41.25333333,1581.3,1162.686667,2538.13,256.585,182.94,262.495,302.4533333,618.135,2406.65,1820.753333
4.695,3.32,3.555,2.255,4.795,1.865,33.455,0,4.75,3.16,5.715,5.815,4.053333333,4.463333333,1.896666667,2.366666667,2.616666667,0.79,1.683333333,0,21.26,6.77,18.39666667,4.255,1.836666667,2.565,2.22,19.82,29.73,17.36
0,0,0.885,1.18,0,1.605,6.315,0,0.585,0,0,1.395,0.523333333,0,0.66,0,0.486666667,0,0,1.15,3.81,8.783333333,7.173333333,4.6,0.423333333,0,0,1.37,0,1.186666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99,5.255,4.795,3.37,0.42,1.865,4.73,3.18,0,1.17,3.57,1.82,0.583333333,0.246666667,0.513333333,1.38,0,0,0,0,2.345,0.45,1.473333333,1.785,0,0,0,0,0,0.446666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.37,7.685,18.01,0.805,0,0,0.84,0,0,1.915,0.91,0.62,0.373333333,0,0.676666667,0,0,0,0.456666667,7.74,1.773333333,9.613333333,2.245,1.113333333,0.725,0.573333333,0.82,4.573333333,2.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.075,1.545,0,4.03,1.51,0,1.05,1.54,0,0,0,0,0,0,0,0,0.483333333,0,0,0,0,3.826666667,0,0,0,0,0,0,0,0
77.495,106.785,88.735,101.99,49.51,37.765,73.22,35.64,13.51,15.855,8.295,10.525,12.50666667,17.36333333,12.57666667,12.98,5.91,2.66,5.203333333,6.006666667,31.585,33.10666667,30.61333333,21.105,13.34,12.9,9.523333333,5.04,3.716666667,1.746666667
15.68,11.9,47.775,39.42,13.485,21.305,58.35,9.83,2.035,2.135,1.12,1.86,2.603333333,1.676666667,2.65,1.93,2.563333333,4.46,4.476666667,7.083333333,33.89,17.04,155.08,10.29,6.933333333,9.01,12.95333333,14,6.67,7.753333333
0,0,5.42,3.785,0,1.85,32.975,0,0,0,0,0.625,0.383333333,0,0,0,0,0,0,0,0,4.533333333,0,0.725,1.716666667,0.995,0,0,0,0
2.235,4.715,1.63,1.72,0.985,6.04,2.775,0,0,0,0,0,1.116666667,0.896666667,0,0,0,0,0,0,4.73,5.543333333,8.77,0,0,0,0.206666667,0,0.946666667,0
1.495,0,0.85,2.09,1.145,0,31.165,0,4.455,0.585,1.035,0.565,4.203333333,1.593333333,1.07,1.323333333,0.533333333,1.28,0.43,2.893333333,6.845,0,17.69,0,6.36,5.82,4.226666667,0,0.34,0.65
0,1.04,3.36,6.35,9.28,3.39,6.67,10.475,5.41,2.4,1.14,1.555,2.78,2.34,1.73,0.233333333,0,0.01,0,0.093333333,0,2.613333333,0,4.22,3.043333333,4.125,3.06,0.485,0.47,0.353333333
3.03,4.385,11.175,17.375,3.385,4.915,25.345,0.82,0,0,0,0.79,1.573333333,0,0.826666667,0,0.916666667,0,2.733333333,2.74,18.02,4.073333333,49.73,7.83,1.063333333,0,1.34,1.72,1.863333333,2.64
19.92,14.675,43.1,38.805,23.59,9.33,45.05,4.84,5.55,1.245,4.805,3.955,2.646666667,1.226666667,1.47,2.343333333,4.96,1.36,4.153333333,0.87,13.115,25.28666667,116.4566667,12.24,10.86333333,8.61,17.35,16.14,7.346666667,8.273333333
0,0,2.405,0,1.805,1.165,9.6,1.87,0,0,0.5,0,0,0,0,0,0,0,0,0,3.375,0,4.236666667,3.235,0.373333333,1.075,0.85,0,0,0.64
8.09,0,4.285,6.75,2.97,3.08,1.73,5.055,0.54,3.565,1.025,0.575,0.923333333,0.876666667,2.093333333,0.67,0,1.1,0.436666667,0,13.015,0.8,0.866666667,0.855,0.826666667,0,0.716666667,0,0,0
2.97,1.96,1.575,8.345,1.215,1.925,3.225,1.18,0,0,0,1.365,0.83,0,0,0.506666667,0,0,0,0.34,8.695,3.383333333,0,1.165,0,1.63,0.43,0,0.34,1.946666667
5.195,10.425,5.255,9.765,0.44,6.55,13.92,2.28,0.755,4.875,2.29,1.81,0.306666667,0.646666667,1.43,0.91,0,0,0,0.25,5.305,0.756666667,6.546666667,0.57,0.67,1.445,0.98,0.885,0,0.69
0,0,0,0,0,0,0,0,0,0.94,0.695,1.6,0,0,0,0,0.346666667,0,0,0,0,0,0,2.335,0.356666667,0,0,0,1.466666667,1.95
0,0,1.035,2.7,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.425,0,6.28,18.5,6.115,1.385,26.285,0,0,0,0,0,2.576666667,0.746666667,1.343333333,0,0,0,1.49,0,36.805,11.31,64.43333333,5.485,1.81,3.175,0.58,4.455,0.89,0.64
1.205,2.15,0,0.01,0.62,0,0,0,0,0,1.025,0,0.363333333,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.98,0,0,3.805,1.495,0,3.49,0,0.65,0,1.245,1.395,0,0,0,0,0.403333333,0,0,0,3.585,3.9,9.283333333,2.075,0,1.655,1.063333333,0,0.41,0.51
2.65,5.795,6.295,27.53,9.45,1.81,34.84,5.89,2.375,1.825,1.2,5.405,2.723333333,0,0,0,0.796666667,1.33,2.2,0,25.505,24.80333333,69.57,5.2,3.47,0.665,2.856666667,2.555,3.04,6.063333333
19.32,6.02,20.25,42.095,13.87,0.855,33.775,3.435,0,0.73,1.44,1.655,0.68,1.023333333,0.863333333,0.916666667,0,4.8,0.626666667,0.503333333,4.99,11.43,65.91,4.74,1.223333333,3.745,2.136666667,7.57,7.633333333,9.063333333
1.745,2.475,0,0,0,0.74,2.495,0,0,0,0,0,0,0.706666667,0.556666667,0,0,0,0.536666667,0,0,0.66,0,2.01,0,0,0.663333333,0,0,0
0,0,0,1.45,0,0,0,1.215,0,0,0,0.73,0,0,0,0,0,0,0.55,0,0,5.663333333,2.77,0,0,0,0,0,0,0.833333333
1.035,1.545,2.065,10.74,4.555,4.68,10.045,1.54,0.64,0,1.255,0,0,0.366666667,0,0,0,1.43,0,0.83,15.195,0,37.70666667,1.355,0.673333333,0,0,0.97,0,1.93
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.566666667,0,0,0,0,0,0,0
2.885,0,0,2.925,0.85,0,18.465,0,0,0,0.96,0,0.363333333,1.423333333,0,0,0.366666667,1.05,0,0.343333333,0,0,1.806666667,0.975,0,0,0.86,0.74,0,0
0,0,0,0,0,0,4.955,0,1.31,0,0,0,0.286666667,0.243333333,0,0,0,0,0,0.23,0,0.35,0,1.07,0,0,0.356666667,0,0,0
0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.763333333,0,0,0,0,0,0,0,0,3.016666667,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.403333333,0,0,0,0,0,0,0,0,2.45,1.925,0,0,0,0,0.38,0
1.075,0,0,0,0.775,0.62,0,1.245,0,0,0,0,0,0,0,0,0,0,0,0,3.795,0.55,14.93333333,3.38,0,0,0.603333333,1.295,0.36,0
0.21,0.055,0,0,0,0,0,0,0,0,0,0,0.063333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.95,10.745,11.455,15.97,3.515,1.395,24.285,2.1,0.58,0.595,0,0.67,1.486666667,0.753333333,0.566666667,0.746666667,0.953333333,5.18,0.41,2.33,18.455,10.49333333,18.31,2,0.946666667,0,2.556666667,8.34,0.81,2.03
4.65,9.225,12.745,22.48,4.215,2.58,68.175,9.855,0,0,0.745,0,0,0.406666667,0.87,0,0,0,0,1.526666667,9.28,7.2,32.71666667,3.65,3.723333333,4.015,2.533333333,4.895,1.71,0.61
2.14,1.835,1.195,8.6,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.443333333,2.495,0,0,0,0,0,0
0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,0,1.76,5.11,5.74,4.915,15.155,4.995,0.25,7.3,6.545,4.75,1.643333333,4.713333333,1.583333333,4.426666667,0,0.01,0,0.093333333,0,3.586666667,0,0,1.18,5.525,8.716666667,0,1.293333333,0.353333333
6.805,18.46,7.87,9.65,23.035,27.86,189.27,15.21,13.035,32.01,21.325,16.095,5.99,5.533333333,4.326666667,4.066666667,0.26,3.28,0.516666667,0,10.03,10.69,5.493333333,11.125,16.64666667,14.15,14.18,0.895,1.573333333,0.893333333
2.545,0,3.035,0,0,0.275,8.6,2.81,0,0.935,0,1.26,0,1.926666667,1.036666667,1.22,0,2.05,0,0.596666667,0,0,0,0,0,0,0.98,0,0.623333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,1.88,1.62,0,0,0.403333333,0
3.52,8.68,16.39,11.075,2.835,9.165,18.265,5.415,1.405,0.455,0.63,2.505,1.476666667,2.176666667,2.486666667,2.456666667,0.3,0,0.706666667,0,14.705,2.306666667,18.10333333,1.735,0.573333333,0,1.536666667,0,0,1.136666667
0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.33,3.24,0,0,0,0.396666667,0.635,0,0,0.526666667,0
0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.386666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0.57,0,0.93,0,0
1.955,6.15,6.52,30.465,2.93,2.865,71.55,1.375,1.805,0.965,0.875,0.61,2.066666667,1.533333333,3.67,0,0,0.97,0,0.566666667,45.605,3.89,22.95333333,5.21,4.07,3.735,5.706666667,1.115,1.21,5.513333333
3.155,1.18,1.815,5.655,2.905,3.32,11.305,3.025,0,1.195,0.27,1.8,2.1,0,0.32,0,0.176666667,0,0.23,0,1.85,1.84,5.71,1.315,0.276666667,1.765,0.483333333,0.73,0.183333333,0
1.04,0.745,0,0.8,0.9,0,3.76,0,0,0.09,0,0,0,0.27,0,0,0.246666667,0,0.13,0,0,0,0,0.635,0,0,0,0,0.256666667,0
4.32,9.1,8.725,10.915,7.61,15.89,16.7,1.675,1.415,2.615,1.355,2.475,0.89,1.63,2.023333333,1.836666667,0.346666667,0,0,0,10.98,0.096666667,0,0.145,0,1.025,0.496666667,1.155,1.136666667,1.56
0,2.555,4.845,4.155,2.41,0.945,3.295,1.44,0,1.3,0,0,0.513333333,0,0,0,0,0,0.94,0,7.03,0.78,0.193333333,1.05,0.463333333,0,0.996666667,0,0.646666667,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,3.435,2.475,3.005,1.075,1.535,1.55,1.725,0.955,1.715,0,0,0.343333333,0,0,0.48,0,0,0.403333333,0,0,1.39,1.706666667,0,0.536666667,0.63,0,0,0,0
2.56,2.605,6.625,10.885,3.705,4.485,37.26,4.99,1.6,1.745,2.52,1.05,3.306666667,2.523333333,1.293333333,2.786666667,2.133333333,1.85,1.706666667,1.273333333,16.275,9.473333333,26.20666667,3.74,1.67,1.115,2.243333333,2.5,1.436666667,0.896666667
0,0,0,0,0,0,0,0,0.675,1.925,0,1.6,0,0,0,0,2.713333333,0,1.646666667,1.793333333,0,0,0,5.41,2.613333333,2.79,1.75,9.33,3.663333333,3.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,2.145,0,0,0,0.995,2.01,0
2.065,1.535,1.025,2.675,0,0,0,0,0,0,0,0.06,0,0.916666667,0,0,0,0,0,0,11.345,0,4.216666667,0,0,0,0,0.965,0,0
18.835,19.77,14.85,27.59,16.6,10.025,57.335,18.55,18.2,8.435,18.985,10.83,19.35,12.13666667,12.73666667,19.51666667,1.386666667,6.49,3.626666667,4.243333333,10.19,27.16333333,34.56333333,18.66,13.52666667,13.475,17.57,3.82,3.413333333,3.306666667
0,0,1.935,1.71,0,0.49,0,0.985,0,0,0.415,0,0,0,0,0,0,0,0,0,2.835,0,0,0,0,0,0,0,0,0
5.39,1.07,0.92,5.59,0,0,2.635,1.285,0,0,0,0,0.456666667,0,0,0.713333333,0,0,0,0.74,6.325,0,0,1.735,0,0,0.466666667,0.665,0,0
9.23,9.63,9.36,3.92,1.08,2.17,9.885,2.35,0,2.52,0.455,1.72,0.69,1.956666667,0.536666667,0.623333333,0.346666667,0,0,0,16.45,3.99,2.026666667,2.385,0.396666667,1.03,0,0.58,0.636666667,0.613333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.62,28.305,34.125,41.2,34.765,25.705,256.92,34.715,31.805,43.195,40.58,52.295,21.64333333,18.07333333,12.98,21.69333333,3.89,2.81,1.943333333,3.273333333,74.535,24.15333333,70.21666667,18.44,17.59333333,11.19,39.63666667,7.88,4.776666667,5.053333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.195,6.345,6.665,8.36,2.445,2.365,15.76,1.58,0.71,2.685,0,0.76,0,0.93,0,0,0.44,0,0.463333333,1.396666667,9.175,7.3,21.73666667,8.88,6.806666667,0.735,2.363333333,4.81,2.283333333,0.87
8.44,6.015,2.25,5.245,2.48,4.21,7.925,3.02,0,0,0.72,0,0,0.396666667,0,0,0,1.56,1.823333333,0.98,4.14,7.466666667,15.52,0,1.14,0,0,0,0.95,1.273333333
113.345,86.795,175.36,211.2,93.18,80.945,331.465,64.77,14.19,26.355,8.14,19.41,20.31333333,13.06333333,22.08333333,15.00666667,4.423333333,6.38,3.983333333,7.726666667,158.82,121.9866667,275.3266667,25.32,15.37666667,12.745,23.22666667,22.565,16.38666667,13.30666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7,0.465,1.245,0.72,0,1.165,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.853333333,0,0,0,0.39,0,0,0
5.765,10.385,4.39,8.625,2.35,5.7,47.69,4.02,0,2.465,0.68,0.565,2.6,0.7,2.266666667,0.686666667,0,0,0.19,0,8.1,15.43,17.27333333,9.655,9.153333333,17.485,4.156666667,1,0.403333333,0.426666667
3.755,19.125,18.08,22.11,5.545,4.85,39.755,5.865,1.18,0,1.155,0,0.956666667,2.43,2.466666667,1.213333333,0.896666667,5.3,2.91,0,23.31,17.52666667,23.93333333,19.11,5.11,1.62,3.106666667,0,6.373333333,6.78
6.155,18.645,11.53,29.845,12.125,12.26,63.785,7.125,1.44,0,0,3.585,0,3.426666667,0,0,0,5.08,0,0,28.305,26.88333333,56.03333333,11,6.243333333,7.175,6.963333333,11.16,10.04333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.23,1.24,2.135,5.585,0,0.74,11.54,4.61,0.665,0,1.91,0,0.453333333,0.443333333,0,0,0.413333333,0,0.536666667,0.873333333,10.995,1.846666667,18.13,7.21,2.876666667,3.44,2.85,3.58,1.4,3.99
1.845,0,0,5.495,2.33,0,6.655,0.29,0,0,0,0,0.48,0.88,0.79,0,0.493333333,0,0.57,0.936666667,14.025,6.883333333,6.883333333,1.275,0,0,0,2.635,1.226666667,0
0,1.1,2.65,9.87,2.63,1.945,7.175,3.885,0,0,0,0.765,0,0.316666667,0,0,0,0,0,0,0,0,9.406666667,0.875,1.506666667,0,0,0,1.3,0
0,15.13,2.645,3.19,2.495,3.055,4.215,10.035,0,0,0,2.255,0,2.33,0.596666667,0,0,0,0,0,6.47,0,7.23,0,0,0,0,0,1.176666667,0
0,2.075,0,0.725,0,0.6,1.145,0,0.27,0,0,0.485,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0,0,0.233333333,0.29
0.41,0.505,1.755,1.055,0,0.605,9.215,0,0,0.815,1.535,0,0,0.183333333,0.586666667,0.52,0,0,0,0,1.74,0.866666667,1.673333333,0.855,0.523333333,0.34,0.613333333,0.31,0,0.21
13.14,7.69,16.195,20.95,13.025,9.35,45.24,8.52,3.99,2.88,3.65,3.905,3.436666667,4.566666667,5.73,3.443333333,2.173333333,0.74,0.526666667,2.75,8.315,4.266666667,3.483333333,6.155,3.67,3.31,5.793333333,1.01,1.146666667,0.946666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.405,1.58,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.736666667,3.293333333,0,0,0,0,1.145,0.526666667,0
35.31,17.275,45.49,98.455,14.155,12.875,52.645,18.085,1.185,0,0.57,3.45,6.01,1.196666667,1.94,2.76,1.61,2.46,2.796666667,1.433333333,43.27,25.96666667,117.5133333,13.755,1.476666667,1.23,2.193333333,13.465,4.736666667,6.336666667
10.965,17.715,15.33,14.11,3.48,9.505,4.955,5.1,0.495,1.57,3.595,3.23,3.846666667,1.44,0.716666667,4.016666667,0,0,0.4,0,9.18,3.963333333,13.2,3.085,3.013333333,1.655,1.436666667,0,1.606666667,0
0,0,1.11,0,0,1.03,0.57,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,2.035,0,0,0,0,0.38,0,0,0,0
0,1.33,0,0,0.415,0,6.505,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,1.74,1.226666667,1.64,0.563333333,1.185,0.706666667,0,0.903333333,0
13.985,9,11.955,11.975,4.085,4.43,30.4,8.22,5.3,2.23,0.73,4.425,1.543333333,0,2.316666667,0.463333333,0,0,1.45,0,14.83,5.78,8.95,4.835,0.946666667,0,3.576666667,0.835,1.476666667,1.69
0,0,0,0,0,0.72,4.86,0,0,0,0,0,0,0.433333333,0,0.806666667,0,0,0,0,0,2.086666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.475,4.665,3.815,2.765,2.07,3.075,10.1,3.18,0.31,0.695,0,1.345,1.413333333,1.256666667,1.046666667,0,0.363333333,0,0,0,8.1,15.65666667,16.68666667,3.835,0,0.645,0,0.73,0.403333333,0
1.12,0,6.57,1.45,1.765,0,3.32,0,1.465,0.685,0.655,0,0.49,0.763333333,0,0,0,0,0,0,0,0.716666667,0,2.19,0,0,0,0,0,0
3.64,2.69,1.1,2.895,0,0,0,1.61,0.67,0,0,0,0.98,0.383333333,0,0,0,0,0,0,0,0,9.923333333,2.3,0,0.725,0,0.845,0,0
1.205,7.18,6.005,1.565,0,2.57,7.335,4.12,0,1.65,0,0,0.626666667,0,0,0,0,3.34,0,0.533333333,4.425,0,12.86333333,0,0,0,0,0,0.46,0.633333333
0,11.3,2.53,3.22,1.585,1.805,4.2,0,0,0,0.66,0,0,0,1.153333333,0,0.483333333,0,0,0,0,5.74,19.78666667,0,0.673333333,0.715,0.61,0.97,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0
7.2,5.15,6.435,7.125,0.615,2.565,21.565,1.205,0,4.37,0.505,0.69,1.096666667,0.716666667,0,0.51,0.33,0,0.773333333,0,9.8,0,0,0,0.06,0.675,0,1.49,0,0
8.415,19.04,12.315,15.135,1.6,1.605,9.24,5.15,0.5,0.785,1.035,2.795,0,1.206666667,0.553333333,1.23,0.23,0.76,0.59,0,18.64,6.493333333,29.38333333,4.1,2.353333333,2.36,3.816666667,6.9,3.183333333,2.556666667
11.82,22.255,8.68,17.325,4.335,5.21,23.235,7.555,4.05,2.28,4.775,3.885,1.876666667,1.763333333,1.533333333,0.376666667,0,2.42,0.77,0,6.48,2.596666667,19.24333333,6.06,3.56,1.795,3.403333333,0.55,0.486666667,3.116666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993333333,0,0,0,0,0,0,0,0,0,0
11.15,5.72,11.07,15.89,6.145,1.325,41.81,4.355,2.205,0.435,2.355,1.445,1.47,2.01,2.816666667,1.943333333,0.93,2.53,0.683333333,0.796666667,33,10.31666667,40.28666667,6.21,2.713333333,1.155,3.863333333,2.135,2.58,0.596666667
0.53,0,2.31,8.345,0,0,2.67,0.39,0,0,0,1.82,0.28,0.953333333,0,1.746666667,0.476666667,0,0,0.65,0,4.256666667,6.496666667,1.94,0,0,0.566666667,1.87,0.45,0
0,0,0,0,0,0,5.88,0,0,0.81,0,0,0,0,0,0,0.606666667,0,0,0,4.69,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
0,0,0,2.675,4.43,0,0,1.53,0,0,0,0,0.933333333,0.91,0,0,0.48,0,0,0.446666667,0,2.21,2.35,1.095,0,0,0,0,0,0
4.125,7.355,4.07,3.205,0,1.755,1.205,1.415,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186666667,12.32666667,1.265,0,0,0.79,0.925,0.873333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496666667,0,0,0,0,0,0,1.075,0.51,0.9,0,1.995,0,0
0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023333333,0
3.035,0,2.02,3.94,0,0.745,1.62,0,0,0,0,0,0,0.45,0,0,0,0,0,0,1.625,0,2.733333333,0,0,0,0.55,0,0,0
